Revisi:,,,,,,,,,,,
Atribut:,,,,,,,,,,,
Alamat,Variabel,Ket. Lojik nol,Ket. Lojik Satu,Arsip,Arsip Aktif,Alarm,Alarm Aktif,Kelompok,Stasiun,,
2494,YK-W63A/83-SWRLSPB-CTRL,Kombinasi Tombol TBW dan Tombol Wesel W63A/83 tidak Aktif,Kombinasi Tombol TBW dan Tombol Wesel W63A/83 Aktif,1,1,,,perintah,YK,124,13
2495,YK-W63A/83-B-CTRL,Kombinasi Tombol TKGW dan Tombol Wesel W63A/83 tidak Aktif,Kombinasi Tombol TKGW dan Tombol Wesel W63A/83 Aktif,1,1,,,perintah,YK,124,14
2496,YK-W63A/83-RST-CTRL,Kombinasi Tombol TBKW dan Tombol Wesel W63A/83 tidak Aktif,Kombinasi Tombol TBKW dan Tombol Wesel W63A/83 Aktif,1,1,,,perintah,YK,124,15
2497,YK-W63A/83-OOC,Wesel W63A/83 tidak Gangguan Deteksi,Wesel W63A/83 Gangguan Deteksi,1,1,1,0>1,wesel,YK,125,0
2498,YK-W73-N-REQ,Permintaan Wesel W73 ke Arah Normal tidak Aktif,Permintaan Wesel W73 ke Arah Normal Aktif,1,1,,,wesel,YK,125,1
2499,YK-W73-R-REQ,Permintaan Wesel W73 ke Arah Reverse tidak Aktif,Permintaan Wesel W73 ke Arah Reverse Aktif,1,1,,,wesel,YK,125,2
2500,YK-W73-SWINIT,Wesel W73  belum Terinisiasi,Wesel W73  sudah Terinisiasi,1,1,,,wesel,YK,125,3
2501,YK-W73-N-BLOCK,Wesel W73 tidak Terkancing,Wesel W73 Terkancing di Posisi Normal,1,1,,,wesel,YK,125,4
2502,YK-W73-R-BLOCK,Wesel W73 tidak Terkancing,Wesel W73 Terkancing di Posisi Reverse,1,1,,,wesel,YK,125,5
2503,YK-W73-N-FAIL,,,,,,,,YK,125,6
2504,YK-W73-R-FAIL,,,,,,,,YK,125,7
2505,YK-W73-BACK-TO-N,,Wesel W73  Terganjal di Reverse dan Kembali ke Posisi Normal,1,1,1,0>1,wesel,YK,125,8
2506,YK-W73-BACK-TO-R,,Wesel W73  Terganjal di Normal dan Kembali ke Posisi Reverse,1,1,1,0>1,wesel,YK,125,9
2507,YK-W73-TRAIL-CTRL,Kombinasi Tombol TWT dan Tombol Wesel W73 tidak Aktif,Kombinasi Tombol TWT dan Tombol Wesel W73 Aktif,1,1,,,perintah,YK,125,10
2508,YK-W73-CAL-CTRL,Kombinasi Tombol TKW dan Tombol Wesel W73 tidak Aktif,Kombinasi Tombol TKW dan Tombol Wesel W73 Aktif,1,1,,,perintah,YK,125,11
2509,YK-W73-SWRLSPB-CTRL,Kombinasi Tombol TBW dan Tombol Wesel W73 tidak Aktif,Kombinasi Tombol TBW dan Tombol Wesel W73 Aktif,1,1,,,perintah,YK,125,12
2510,YK-W73-B-CTRL,Kombinasi Tombol TKGW dan Tombol Wesel W73 tidak Aktif,Kombinasi Tombol TKGW dan Tombol Wesel W73 Aktif,1,1,,,perintah,YK,125,13
2511,YK-W73-RST-CTRL,Kombinasi Tombol TBKW dan Tombol Wesel W73 tidak Aktif,Kombinasi Tombol TBKW dan Tombol Wesel W73 Aktif,1,1,,,perintah,YK,125,14
2512,YK-W73-OOC,Wesel W73 tidak Gangguan Deteksi,Wesel W73 Gangguan Deteksi,1,1,1,0>1,wesel,YK,125,15
2513,YK-A10-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan A10 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan A10 Aktif,1,1,,,perintah,YK,126,0
2514,YK-A10-AA,Kereta datang dari Blok A10 Telah Diberi Izin Masuk,Alarm Kedatangan Kereta dari Blok A10 Berbunyi,1,1,1,0>1,,YK,126,1
2515,YK-A10-BZ-TE,,Alarm Kedatangan Kereta dari Blok A10 Telah Berhenti Berbunyi,1,1,,,,YK,126,2
2516,YK-J10-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan J10 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan J10 Aktif,1,1,,,perintah,YK,126,3
2517,YK-A10-CF-TBMS-CTRL,Kombinasi Tombol TBMS dan A10 tidak Aktif,Kombinasi Tombol TBMS dan A10 Aktif,1,1,,,perintah,YK,126,4
2518,YK-A10-CF-TBMS,TBMS ke Arah A10 tidak Aktif,TBMS ke Arah A10 Aktif,1,1,,,blok,YK,126,5
2519,YK-A20-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan A20 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan A20 Aktif,1,1,,,perintah,YK,126,6
2520,YK-A20-AA,Kereta datang dari Blok A20 Telah Diberi Izin Masuk,Alarm Kedatangan Kereta dari Blok A20 Berbunyi,1,1,1,0>1,,YK,126,7
2521,YK-A20-BZ-TE,,Alarm Kedatangan Kereta dari Blok A20 Telah Berhenti Berbunyi,1,1,,,,YK,126,8
2522,YK-J20-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan J20 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan J20 Aktif,1,1,,,perintah,YK,126,9
2523,YK-A20-TBMS-CTRL,Kombinasi Tombol TBMS dan A20 tidak Aktif,Kombinasi Tombol TBMS dan A20 Aktif,1,1,,,perintah,YK,126,10
2524,YK-A20-TBMS,TBMS ke Arah A20 tidak Aktif,TBMS ke Arah A20 Aktif,1,1,,,blok,YK,126,11
2525,YK-A14-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan A14 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan A14 Aktif,1,1,,,perintah,YK,126,12
2526,YK-A14-AA,Kereta datang dari Blok A14 Telah Diberi Izin Masuk,Alarm Kedatangan Kereta dari Blok A14 Berbunyi,1,1,1,0>1,,YK,126,13
2527,YK-A14-BZ-TE,,Alarm Kedatangan Kereta dari Blok A14 Telah Berhenti Berbunyi,1,1,,,,YK,126,14
2528,YK-J14-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan J14 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan J14 Aktif,1,1,,,perintah,YK,126,15
2529,YK-A14-TBMS-CTRL,Kombinasi Tombol TBMS dan A14 tidak Aktif,Kombinasi Tombol TBMS dan A14 Aktif,1,1,,,perintah,YK,127,0
2530,YK-A14-TBMS,TBMS ke Arah A14 tidak Aktif,TBMS ke Arah A14 Aktif,1,1,,,blok,YK,127,1
2531,YK-A54-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan A54 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan A54 Aktif,1,1,,,perintah,YK,127,2
2532,YK-A54-AA,Kereta datang dari Blok A54 Telah Diberi Izin Masuk,Alarm Kedatangan Kereta dari Blok A54 Berbunyi,1,1,1,0>1,,YK,127,3
2533,YK-A54-BZ-TE,,Alarm Kedatangan Kereta dari Blok A54 Telah Berhenti Berbunyi,1,1,,,,YK,127,4
2534,YK-J54-RRLSPB-CTRL,Kombinasi Tombol Hapus Rute Sinyal Tujuan J54 tidak Aktif,Kombinasi Tombol Hapus Rute Sinyal Tujuan J54 Aktif,1,1,,,perintah,YK,127,5
2535,YK-A54-TBMS-CTRL,Kombinasi Tombol TBMS dan A54 tidak Aktif,Kombinasi Tombol TBMS dan A54 Aktif,1,1,,,perintah,YK,127,6
2536,YK-A54-TBMS,TBMS ke Arah A54 tidak Aktif,TBMS ke Arah A54 Aktif,1,1,,,blok,YK,127,7
2537,YK-JPL736-PB-ERR,Tombol ACK JPL736 Normal Kembali,Gangguan Tombol ACK JPL736,1,1,1,0>1,lain-lain,YK,127,8
2538,YK-JPL737-PB-ERR,Tombol ACK JPL737 Normal Kembali,Gangguan Tombol ACK JPL737,1,1,1,0>1,lain-lain,YK,127,9
2539,YK-JPL739-PB-ERR,Tombol ACK JPL739 Normal Kembali,Gangguan Tombol ACK JPL739,1,1,1,0>1,lain-lain,YK,127,10
2540,YK-JPL3B-PB-ERR,Tombol ACK JPL3B Normal Kembali,Gangguan Tombol ACK JPL3B,1,1,1,0>1,lain-lain,YK,127,11
2541,YK-JPL3A-PB-ERR,Tombol ACK JPL3A Normal Kembali,Gangguan Tombol ACK JPL3A,1,1,1,0>1,lain-lain,YK,127,12
2542,YK-NV-OK,System NON VITAL mengalami Gangguan,System NON VITAL Normal,1,1,,,lain-lain,YK,127,13
2543,YK-NV-POW-OK,System NON VITAL Suplai Daya Gangguan,System NON VITAL Suplai Daya Normal,1,1,,,lain-lain,YK,127,14
2544,YK-NV-TEMP-OK,System NON VITAL Temperatur Gangguan,System NON VITAL Temperatur Normal,1,1,,,lain-lain,YK,127,15
2545,YK-NV-ACTIVE-ERR,System NON VITAL tidak terdapat ERROR,System NON VITAL terdapat ERROR,1,1,,,lain-lain,YK,128,0
2546,YK-NV-ACTIVE-WARN,System NON VITAL tidak terdapat WARNING,System NON VITAL terdapat WARNING,1,1,,,lain-lain,YK,128,1
2547,YK-NV-FORCING-PREPARED,System NON VITAL tidak sedang dipersiapkan untuk Forcing,System NON VITAL sedang dipersiapkan untuk Forcing,1,1,,,lain-lain,YK,128,2
2548,YK-NV-FORCING-ACTIVE,System NON VITAL tidak terdapat variable terforcing,System NON VITAL terdapat variable terforcing,1,1,,,lain-lain,YK,128,3
2549,YK-NV-DI-OK,System NON VITAL Modul DI mengalami Gangguan,System NON VITAL Modul DI Normal,1,1,,,lain-lain,YK,128,4
2550,YK-NV-DO-OK,System NON VITAL Modul DO mengalami Gangguan,System NON VITAL Modul DO Normal,1,1,,,lain-lain,YK,128,5
2551,YK-NV-RELOAD,System NON VITAL selesai melakukan RELOAD,System NON VITAL mulai melakukan RELOAD,1,1,,,lain-lain,YK,128,6
2552,YK-NV-NS/RIO-COMM-OK,Komunikasi NON VITAL ke NS Gangguan,Komunikasi NON VITAL ke NS Normal,1,1,,,lain-lain,YK,128,7
2553,YK-NV-NS/RIO-OK,NS Remote IO mengalami Gangguan,NS Remote IO Normal,1,1,,,lain-lain,YK,128,8
2554,YK-CTC-OK,System CTS/CTC mengalami Gangguan,System CTS/CTC Normal,1,1,,,lain-lain,YK,128,9
2555,YK-CTC-POW-OK,System CTS/CTC Suplai Daya Gangguan,System CTS/CTC Suplai Daya Normal,1,1,,,lain-lain,YK,128,10
2556,YK-CTC-TEMP-OK,System CTS/CTC Temperatur Gangguan,System CTS/CTC Temperatur Normal,1,1,,,lain-lain,YK,128,11
2557,YK-CTC-ACTIVE-ERR,System CTS/CTC tidak terdapat ERROR,System CTS/CTC terdapat ERROR,1,1,,,lain-lain,YK,128,12
2558,YK-CTC-ACTIVE-WARN,System CTS/CTC tidak terdapat WARNING,System CTS/CTC terdapat WARNING,1,1,,,lain-lain,YK,128,13
2559,YK-CTC-FORCING-PREPARED,System CTS/CTC tidak sedang dipersiapkan untuk Forcing,System CTS/CTC sedang dipersiapkan untuk Forcing,1,1,,,lain-lain,YK,128,14
2560,YK-CTC-FORCING-ACTIVE,System CTS/CTC tidak terdapat variable terforcing,System CTS/CTC terdapat variable terforcing,1,1,,,lain-lain,YK,128,15
2561,YK-CTC-DI-OK,System CTS/CTC Modul DI mengalami Gangguan,System CTS/CTC Modul DI Normal,1,1,,,lain-lain,YK,129,0
2562,YK-CTC-DO-OK,System CTS/CTC Modul DO mengalami Gangguan,System CTS/CTC Modul DO Normal,1,1,,,lain-lain,YK,129,1
2563,YK-CTC-RELOAD,System CTS/CTC selesai melakukan RELOAD,System CTS/CTC mulai melakukan RELOAD,1,1,,,lain-lain,YK,129,2
2564,YK-VDU-ALIVE-IN1,,,,,,,,YK,129,3
2565,YK-VDU-ALIVE-OUT1,,,,,,,,YK,129,4
2566,YK-VDU-LOG-IN1,,,,,,,,YK,129,5
2567,YK-VDU-LOG-OUT1,,,,,,,,YK,129,6
2568,YK-IN1-COMM-OK,Komunikasi Sistem NON VITAL dengan VDU1 Gangguan,Komunikasi Sistem NON VITAL dengan VDU1 Normal,1,1,1,1>0,lain-lain,YK,129,7
2569,YK-VDU-ALIVE-IN2,,,,,,,,YK,129,8
2570,YK-VDU-ALIVE-OUT2,,,,,,,,YK,129,9
2571,YK-VDU-LOG-IN2,,,,,,,,YK,129,10
2572,YK-VDU-LOG-OUT2,,,,,,,,YK,129,11
2573,YK-IN2-COMM-OK,Komunikasi Sistem NON VITAL dengan VDU2 Gangguan,Komunikasi Sistem NON VITAL dengan VDU2 Normal,1,1,1,1>0,lain-lain,YK,129,12
2574,YK-A14-SFLZR-DI,Menerima Info Ada Kereta Sedang langsir di sinyal masuk stasiun Arah A14,Menerima Info tidak Ada Kereta Sedang langsir di sinyal masuk stasiun Arah A14,1,1,,,blok,YK,129,13
2575,YK-A54-SFLZR-DI,Menerima Info Ada Kereta Sedang langsir di sinyal masuk stasiun Arah A14,Menerima Info tidak Ada Kereta Sedang langsir di sinyal masuk stasiun Arah A14,1,1,,,blok,YK,129,14
2576,,,,,,,,,YK,129,15
2577,YK-VDR-DO,,,,,,,,YK,130,0
2578,YK-VDR-DI,Kontak Relay VDR Putus,Kontak Relay VDR Terhubung,1,1,1,1>0,lain-lain,YK,130,1
2579,YK-CPR-PSU1-OK,PSU1 CPR Gangguan Suplai Daya,PSU1 CPR Normal,1,1,1,1>0,lain-lain,YK,130,2
2580,YK-CPR-PSU2-OK,PSU2 CPR Gangguan Suplai Daya,PSU2 CPR Normal,1,1,1,1>0,lain-lain,YK,130,3
2581,YK-WARNING-OK,,,,,,,,YK,130,4
2582,YK-NV-V-OK,Gangguan Komunikasi Sistem Vital dan Sistem Nonvital,Komunikasi Sistem Vital dan Sistem Nonvital Normal Kembali,1,1,1,1>0,lain-lain,YK,130,5
2583,YK-V-LOGGER-CHK,,,,,,,,YK,130,6
2584,YK-LOGGER-V-OK,Gangguan Komunikasi Data Logger dan Sistem Vital,Komunikasi Data Logger dan Sistem Vital Normal Kembali,1,1,1,1>0,lain-lain,YK,130,7
2585,YK-J10-12B-E,,Rute Darurat dari J10 ke JL12B Terbentuk,1,1,,,rute,YK,130,8
2586,YK-J10-12B-H,,Rute Normal dari J10 ke JL12B Terbentuk,1,1,,,rute,YK,130,9
2587,YK-J10-12B-D,,Rute Normal dari J10 ke JL12B Terbentuk,1,1,,,rute,YK,130,10
2588,YK-J10-22B-E,,Rute Darurat dari J10 ke JL22B Terbentuk,1,1,,,rute,YK,130,11
2589,YK-J10-22B-H,,Rute Normal dari J10 ke JL22B Terbentuk,1,1,,,rute,YK,130,12
2590,YK-J10-42B-E,,Rute Darurat dari J10 ke JL42B Terbentuk,1,1,,,rute,YK,130,13
2591,YK-J10-42B-H,,Rute Normal dari J10 ke JL42B Terbentuk,1,1,,,rute,YK,130,14
2592,YK-J10-52B-E,,Rute Darurat dari J10 ke JL52B Terbentuk,1,1,,,rute,YK,130,15
2593,YK-J10-52B-H,,Rute Normal dari J10 ke JL52B Terbentuk,1,1,,,rute,YK,131,0
2594,YK-J10-52B-D,,Rute Normal dari J10 ke JL52B Terbentuk,1,1,,,rute,YK,131,1
2595,YK-J10-62B-E,,Rute Darurat dari J10 ke JL62B Terbentuk,1,1,,,rute,YK,131,2
2596,YK-J10-62B-H,,Rute Normal dari J10 ke JL62B Terbentuk,1,1,,,rute,YK,131,3
2597,YK-J10-72B-E,,Rute Darurat dari J10 ke JL72B Terbentuk,1,1,,,rute,YK,131,4
2598,YK-J10-72B-H,,Rute Normal dari J10 ke JL72B Terbentuk,1,1,,,rute,YK,131,5
2599,YK-J10-82B-E,,Rute Darurat dari J10 ke JL82B Terbentuk,1,1,,,rute,YK,131,6
2600,YK-J10-82B-H,,Rute Normal dari J10 ke JL82B Terbentuk,1,1,,,rute,YK,131,7
2601,YK-J10-92B-E,,Rute Darurat dari J10 ke JL92B Terbentuk,1,1,,,rute,YK,131,8
2602,YK-J10-92B-H,,Rute Normal dari J10 ke JL92B Terbentuk,1,1,,,rute,YK,131,9
2603,YK-J20-12B-CF-E,,Rute Contraflow dari J20 ke JL12B Terbentuk,1,1,,,rute,YK,131,10
2604,YK-J20-22B-CF-E,,Rute Contraflow dari J20 ke JL22B Terbentuk,1,1,,,rute,YK,131,11
2605,YK-J20-42B-CF-E,,Rute Contraflow dari J20 ke JL42B Terbentuk,1,1,,,rute,YK,131,12
2606,YK-J20-52B-CF-E,,Rute Contraflow dari J20 ke JL52B Terbentuk,1,1,,,rute,YK,131,13
2607,YK-J20-62B-CF-E,,Rute Contraflow dari J20 ke JL62B Terbentuk,1,1,,,rute,YK,131,14
2608,YK-J20-72B-CF-E,,Rute Contraflow dari J20 ke JL72B Terbentuk,1,1,,,rute,YK,131,15
2609,YK-J20-82B-CF-E,,Rute Contraflow dari J20 ke JL82B Terbentuk,1,1,,,rute,YK,132,0
2610,YK-J20-92B-CF-E,,Rute Contraflow dari J20 ke JL92B Terbentuk,1,1,,,rute,YK,132,1
2611,YK-L20-11-S,,Rute Langsir dari L20 ke L11 Terbentuk,1,1,,,rute,YK,132,2
2612,YK-L20-21B-S,,Rute Langsir dari L20 ke L21B Terbentuk,1,1,,,rute,YK,132,3
2613,YK-L20-51B-S,,Rute Langsir dari L20 ke L51B Terbentuk,1,1,,,rute,YK,132,4
2614,YK-L11-12B-S,,Rute Langsir dari L11 ke JL12B Terbentuk,1,1,,,rute,YK,132,5
2615,YK-L11-22B-S,,Rute Langsir dari L11 ke JL22B Terbentuk,1,1,,,rute,YK,132,6
2616,YK-L11-X32-S,,Rute Langsir dari L11 ke X32 Terbentuk,1,1,,,rute,YK,132,7
2617,YK-L11-42B-S,,Rute Langsir dari L11 ke JL42B Terbentuk,1,1,,,rute,YK,132,8
2618,YK-L11-62B-S,,Rute Langsir dari L11 ke JL62B Terbentuk,1,1,,,rute,YK,132,9
2619,YK-L11-82B-S,,Rute Langsir dari L11 ke JL82B Terbentuk,1,1,,,rute,YK,132,10
2620,YK-L21B-22B-S,,Rute Langsir dari L21B ke JL22B Terbentuk,1,1,,,rute,YK,132,11
2621,YK-L21B-42B-S,,Rute Langsir dari L21B ke JL42B Terbentuk,1,1,,,rute,YK,132,12
2622,YK-L21B-62B-S,,Rute Langsir dari L21B ke JL62B Terbentuk,1,1,,,rute,YK,132,13
2623,YK-L21B-82B-S,,Rute Langsir dari L21B ke JL82B Terbentuk,1,1,,,rute,YK,132,14
2624,YK-L30-X32-S,,Rute Langsir dari L30 ke X32 Terbentuk,1,1,,,rute,YK,132,15
2625,YK-L51B-52B-S,,Rute Langsir dari L51B ke JL52B Terbentuk,1,1,,,rute,YK,133,0
2626,YK-L51B-72B-S,,Rute Langsir dari L51B ke JL72B Terbentuk,1,1,,,rute,YK,133,1
2627,YK-L51B-92B-S,,Rute Langsir dari L51B ke JL92B Terbentuk,1,1,,,rute,YK,133,2
2628,YK-L40-42B-S,,Rute Langsir dari L40 ke JL42B Terbentuk,1,1,,,rute,YK,133,3
2629,YK-L40-62B-S,,Rute Langsir dari L40 ke JL62B Terbentuk,1,1,,,rute,YK,133,4
2630,YK-L40-82B-S,,Rute Langsir dari L40 ke JL82B Terbentuk,1,1,,,rute,YK,133,5
2631,YK-L80-82B-S,,Rute Langsir dari L80 ke JL82B Terbentuk,1,1,,,rute,YK,133,6
2632,YK-L100-82B-S,,Rute Langsir dari L100 ke JL82B Terbentuk,1,1,,,rute,YK,133,7
2633,YK-L100-X102-S,,Rute Langsir dari L100 ke X102 Terbentuk,1,1,,,rute,YK,133,8
2634,YK-JL12B-A14-E,,Rute Darurat dari JL12B ke A14 Terbentuk,1,1,,,rute,YK,133,9
2635,YK-JL12B-A14-H,,Rute Normal dari JL12B ke A14 Terbentuk,1,1,,,rute,YK,133,10
2636,YK-JL12B-A14-D,,Rute Normal dari JL12B ke A14 Terbentuk,1,1,,,rute,YK,133,11
2637,YK-JL22B-A14-E,,Rute Darurat dari JL22B ke A14 Terbentuk,1,1,,,rute,YK,133,12
2638,YK-JL22B-A14-H,,Rute Normal dari JL22B ke A14 Terbentuk,1,1,,,rute,YK,133,13
2639,YK-JL22B-A14-D,,Rute Normal dari JL22B ke A14 Terbentuk,1,1,,,rute,YK,133,14
2640,YK-JL42B-A14-E,,Rute Darurat dari JL42B ke A14 Terbentuk,1,1,,,rute,YK,133,15
2641,YK-JL42B-A14-H,,Rute Normal dari JL42B ke A14 Terbentuk,1,1,,,rute,YK,134,0
2642,YK-JL42B-A14-D,,Rute Normal dari JL42B ke A14 Terbentuk,1,1,,,rute,YK,134,1
2643,YK-JL52B-A14-E,,Rute Darurat dari JL52B ke A14 Terbentuk,1,1,,,rute,YK,134,2
2644,YK-JL52B-A14-H,,Rute Normal dari JL52B ke A14 Terbentuk,1,1,,,rute,YK,134,3
2645,YK-JL52B-A14-D,,Rute Normal dari JL52B ke A14 Terbentuk,1,1,,,rute,YK,134,4
2646,YK-JL62B-A14-E,,Rute Darurat dari JL62B ke A14 Terbentuk,1,1,,,rute,YK,134,5
2647,YK-JL62B-A14-H,,Rute Normal dari JL62B ke A14 Terbentuk,1,1,,,rute,YK,134,6
2648,YK-JL62B-A14-D,,Rute Normal dari JL62B ke A14 Terbentuk,1,1,,,rute,YK,134,7
2649,YK-JL72B-A14-E,,Rute Darurat dari JL72B ke A14 Terbentuk,1,1,,,rute,YK,134,8
2650,YK-JL72B-A14-H,,Rute Normal dari JL72B ke A14 Terbentuk,1,1,,,rute,YK,134,9
2651,YK-JL72B-A14-D,,Rute Normal dari JL72B ke A14 Terbentuk,1,1,,,rute,YK,134,10
2652,YK-JL82B-A14-E,,Rute Darurat dari JL82B ke A14 Terbentuk,1,1,,,rute,YK,134,11
2653,YK-JL82B-A14-H,,Rute Normal dari JL82B ke A14 Terbentuk,1,1,,,rute,YK,134,12
2654,YK-JL82B-A14-D,,Rute Normal dari JL82B ke A14 Terbentuk,1,1,,,rute,YK,134,13
2655,YK-JL92B-A14-E,,Rute Darurat dari JL92B ke A14 Terbentuk,1,1,,,rute,YK,134,14
2656,YK-JL92B-A14-H,,Rute Normal dari JL92B ke A14 Terbentuk,1,1,,,rute,YK,134,15
2657,YK-JL92B-A14-D,,Rute Normal dari JL92B ke A14 Terbentuk,1,1,,,rute,YK,135,0
2658,YK-JL12B-A54-E,,Rute Darurat dari JL12B ke A54 Terbentuk,1,1,,,rute,YK,135,1
2659,YK-JL12B-A54-H,,Rute Normal dari JL12B ke A54 Terbentuk,1,1,,,rute,YK,135,2
2660,YK-JL12B-A54-D,,Rute Normal dari JL12B ke A54 Terbentuk,1,1,,,rute,YK,135,3
2661,YK-JL22B-A54-E,,Rute Darurat dari JL22B ke A54 Terbentuk,1,1,,,rute,YK,135,4
2662,YK-JL22B-A54-H,,Rute Normal dari JL22B ke A54 Terbentuk,1,1,,,rute,YK,135,5
2663,YK-JL22B-A54-D,,Rute Normal dari JL22B ke A54 Terbentuk,1,1,,,rute,YK,135,6
2664,YK-JL42B-A54-E,,Rute Darurat dari JL42B ke A54 Terbentuk,1,1,,,rute,YK,135,7
2665,YK-JL42B-A54-H,,Rute Normal dari JL42B ke A54 Terbentuk,1,1,,,rute,YK,135,8
2666,YK-JL42B-A54-D,,Rute Normal dari JL42B ke A54 Terbentuk,1,1,,,rute,YK,135,9
2667,YK-JL52B-A54-E,,Rute Darurat dari JL52B ke A54 Terbentuk,1,1,,,rute,YK,135,10
2668,YK-JL52B-A54-H,,Rute Normal dari JL52B ke A54 Terbentuk,1,1,,,rute,YK,135,11
2669,YK-JL52B-A54-D,,Rute Normal dari JL52B ke A54 Terbentuk,1,1,,,rute,YK,135,12
2670,YK-JL62B-A54-E,,Rute Darurat dari JL62B ke A54 Terbentuk,1,1,,,rute,YK,135,13
2671,YK-JL62B-A54-H,,Rute Normal dari JL62B ke A54 Terbentuk,1,1,,,rute,YK,135,14
2672,YK-JL62B-A54-D,,Rute Normal dari JL62B ke A54 Terbentuk,1,1,,,rute,YK,135,15
2673,YK-JL72B-A54-E,,Rute Darurat dari JL72B ke A54 Terbentuk,1,1,,,rute,YK,136,0
2674,YK-JL72B-A54-H,,Rute Normal dari JL72B ke A54 Terbentuk,1,1,,,rute,YK,136,1
2675,YK-JL72B-A54-D,,Rute Normal dari JL72B ke A54 Terbentuk,1,1,,,rute,YK,136,2
2676,YK-JL82B-A54-E,,Rute Darurat dari JL82B ke A54 Terbentuk,1,1,,,rute,YK,136,3
2677,YK-JL82B-A54-H,,Rute Normal dari JL82B ke A54 Terbentuk,1,1,,,rute,YK,136,4
2678,YK-JL82B-A54-D,,Rute Normal dari JL82B ke A54 Terbentuk,1,1,,,rute,YK,136,5
2679,YK-JL92B-A54-E,,Rute Darurat dari JL92B ke A54 Terbentuk,1,1,,,rute,YK,136,6
2680,YK-JL92B-A54-H,,Rute Normal dari JL92B ke A54 Terbentuk,1,1,,,rute,YK,136,7
2681,YK-JL92B-A54-D,,Rute Normal dari JL92B ke A54 Terbentuk,1,1,,,rute,YK,136,8
2682,YK-JL12B-13B-S,,Rute Langsir dari JL12B ke L13B Terbentuk,1,1,,,rute,YK,136,9
2683,YK-JL22B-13B-S,,Rute Langsir dari JL22B ke L13B Terbentuk,1,1,,,rute,YK,136,10
2684,YK-JL42B-13B-S,,Rute Langsir dari JL42B ke L13B Terbentuk,1,1,,,rute,YK,136,11
2685,YK-JL62B-13B-S,,Rute Langsir dari JL62B ke L13B Terbentuk,1,1,,,rute,YK,136,12
2686,YK-JL82B-13B-S,,Rute Langsir dari JL82B ke L13B Terbentuk,1,1,,,rute,YK,136,13
2687,YK-JL52B-53B-S,,Rute Langsir dari JL52B ke L53B Terbentuk,1,1,,,rute,YK,136,14
2688,YK-JL72B-53B-S,,Rute Langsir dari JL72B ke L53B Terbentuk,1,1,,,rute,YK,136,15
2689,YK-JL92B-53B-S,,Rute Langsir dari JL92B ke L53B Terbentuk,1,1,,,rute,YK,137,0
2690,YK-L13B-X14-S,,Rute Langsir dari L13B ke X14 Terbentuk,1,1,,,rute,YK,137,1
2691,YK-L53B-X14-S,,Rute Langsir dari L53B ke X14 Terbentuk,1,1,,,rute,YK,137,2
2692,YK-L13B-X54-S,,Rute Langsir dari L13B ke X54 Terbentuk,1,1,,,rute,YK,137,3
2693,YK-L53B-X54-S,,Rute Langsir dari L53B ke X54 Terbentuk,1,1,,,rute,YK,137,4
2694,YK-JL22B-X24-S,,Rute Langsir dari JL22B ke X24 Terbentuk,1,1,,,rute,YK,137,5
2695,YK-JL42B-X24-S,,Rute Langsir dari JL42B ke X24 Terbentuk,1,1,,,rute,YK,137,6
2696,YK-JL62B-X24-S,,Rute Langsir dari JL62B ke X24 Terbentuk,1,1,,,rute,YK,137,7
2697,YK-JL82B-X24-S,,Rute Langsir dari JL82B ke X24 Terbentuk,1,1,,,rute,YK,137,8
2698,YK-JL42B-X44-S,,Rute Langsir dari JL42B ke X44 Terbentuk,1,1,,,rute,YK,137,9
2699,YK-JL62B-X44-S,,Rute Langsir dari JL62B ke X44 Terbentuk,1,1,,,rute,YK,137,10
2700,YK-JL82B-X44-S,,Rute Langsir dari JL82B ke X44 Terbentuk,1,1,,,rute,YK,137,11
2701,YK-JL62B-X64-S,,Rute Langsir dari JL62B ke X64 Terbentuk,1,1,,,rute,YK,137,12
2702,YK-JL82B-X64-S,,Rute Langsir dari JL82B ke X64 Terbentuk,1,1,,,rute,YK,137,13
2703,YK-JL82B-X84-S,,Rute Langsir dari JL82B ke X84 Terbentuk,1,1,,,rute,YK,137,14
2704,YK-J14-12A-E,,Rute Darurat dari J14 ke JL12A Terbentuk,1,1,,,rute,YK,137,15
2705,YK-J14-12A-H,,Rute Normal dari J14 ke JL12A Terbentuk,1,1,,,rute,YK,138,0
