Revisi:,,,,,,,,,,,
Atribut:,,,,,,,,,,,
Alamat,Variabel,Ket. Lojik nol,Ket. Lojik Satu,Arsip,Arsip Aktif,Alarm,Alarm Aktif,Kelompok,Stasiun,,
1219,YK-W53C-BE-DO,,,,,,,,YK,45,2
1220,YK-W53C-LE-DO,,,,,,,,YK,45,3
1221,YK-W53C-NWE-DO,,,,,,,,YK,45,4
1222,YK-W53C-NWTE-DO,,,,,,,,YK,45,5
1223,YK-W53C-NTE-DO,,,,,,,,YK,45,6
1224,YK-W53C-NRE-DO,,,,,,,,YK,45,7
1225,YK-W53C-RWE-DO,,,,,,,,YK,45,8
1226,YK-W53C-RWTE-DO,,,,,,,,YK,45,9
1227,YK-W53C-RTE-DO,,,,,,,,YK,45,10
1228,YK-W53C-RRE-DO,,,,,,,,YK,45,11
1229,YK-W23A-BE-DO,,,,,,,,YK,45,12
1230,YK-W23A-LE-DO,,,,,,,,YK,45,13
1231,YK-W23A-NWE-DO,,,,,,,,YK,45,14
1232,YK-W23A-NWTE-DO,,,,,,,,YK,45,15
1233,YK-W23A-NTE-DO,,,,,,,,YK,46,0
1234,YK-W23A-NRE-DO,,,,,,,,YK,46,1
1235,YK-W23A-RWE-DO,,,,,,,,YK,46,2
1236,YK-W23A-RWTE-DO,,,,,,,,YK,46,3
1237,YK-W23A-RTE-DO,,,,,,,,YK,46,4
1238,YK-W23A-RRE-DO,,,,,,,,YK,46,5
1239,YK-W43B-BE-DO,,,,,,,,YK,46,6
1240,YK-W43B-LE-DO,,,,,,,,YK,46,7
1241,YK-W43B-NWE-DO,,,,,,,,YK,46,8
1242,YK-W43B-NWTE-DO,,,,,,,,YK,46,9
1243,YK-W43B-NTE-DO,,,,,,,,YK,46,10
1244,YK-W43B-NRE-DO,,,,,,,,YK,46,11
1245,YK-W43B-RWE-DO,,,,,,,,YK,46,12
1246,YK-W43B-RWTE-DO,,,,,,,,YK,46,13
1247,YK-W43B-RTE-DO,,,,,,,,YK,46,14
1248,YK-W43B-RRE-DO,,,,,,,,YK,46,15
1249,YK-W43A-BE-DO,,,,,,,,YK,47,0
1250,YK-W43A-LE-DO,,,,,,,,YK,47,1
1251,YK-W43A-NWE-DO,,,,,,,,YK,47,2
1252,YK-W43A-NWTE-DO,,,,,,,,YK,47,3
1253,YK-W43A-NTE-DO,,,,,,,,YK,47,4
1254,YK-W43A-NRE-DO,,,,,,,,YK,47,5
1255,YK-W43A-RWE-DO,,,,,,,,YK,47,6
1256,YK-W43A-RWTE-DO,,,,,,,,YK,47,7
1257,YK-W43A-RTE-DO,,,,,,,,YK,47,8
1258,YK-W43A-RRE-DO,,,,,,,,YK,47,9
1259,YK-W63B-BE-DO,,,,,,,,YK,47,10
1260,YK-W63B-LE-DO,,,,,,,,YK,47,11
1261,YK-W63B-NWE-DO,,,,,,,,YK,47,12
1262,YK-W63B-NWTE-DO,,,,,,,,YK,47,13
1263,YK-W63B-NTE-DO,,,,,,,,YK,47,14
1264,YK-W63B-NRE-DO,,,,,,,,YK,47,15
1265,YK-W63B-RWE-DO,,,,,,,,YK,48,0
1266,YK-W63B-RWTE-DO,,,,,,,,YK,48,1
1267,YK-W63B-RTE-DO,,,,,,,,YK,48,2
1268,YK-W63B-RRE-DO,,,,,,,,YK,48,3
1269,YK-W53A-BE-DO,,,,,,,,YK,48,4
1270,YK-W53A-LE-DO,,,,,,,,YK,48,5
1271,YK-W53A-NWE-DO,,,,,,,,YK,48,6
1272,YK-W53A-NWTE-DO,,,,,,,,YK,48,7
1273,YK-W53A-NTE-DO,,,,,,,,YK,48,8
1274,YK-W53A-NRE-DO,,,,,,,,YK,48,9
1275,YK-W53A-RWE-DO,,,,,,,,YK,48,10
1276,YK-W53A-RWTE-DO,,,,,,,,YK,48,11
1277,YK-W53A-RTE-DO,,,,,,,,YK,48,12
1278,YK-W53A-RRE-DO,,,,,,,,YK,48,13
1279,YK-W63A-BE-DO,,,,,,,,YK,48,14
1280,YK-W63A-LE-DO,,,,,,,,YK,48,15
1281,YK-W63A-NWE-DO,,,,,,,,YK,49,0
1282,YK-W63A-NWTE-DO,,,,,,,,YK,49,1
1283,YK-W63A-NTE-DO,,,,,,,,YK,49,2
1284,YK-W63A-NRE-DO,,,,,,,,YK,49,3
1285,YK-W63A-RWE-DO,,,,,,,,YK,49,4
1286,YK-W63A-RWTE-DO,,,,,,,,YK,49,5
1287,YK-W63A-RTE-DO,,,,,,,,YK,49,6
1288,YK-W63A-RRE-DO,,,,,,,,YK,49,7
1289,YK-W83-BE-DO,,,,,,,,YK,49,8
1290,YK-W83-LE-DO,,,,,,,,YK,49,9
1291,YK-W83-NWE-DO,,,,,,,,YK,49,10
1292,YK-W83-NWTE-DO,,,,,,,,YK,49,11
1293,YK-W83-NTE-DO,,,,,,,,YK,49,12
1294,YK-W83-NRE-DO,,,,,,,,YK,49,13
1295,YK-W83-RWE-DO,,,,,,,,YK,49,14
1296,YK-W83-RWTE-DO,,,,,,,,YK,49,15
1297,YK-W83-RTE-DO,,,,,,,,YK,50,0
1298,YK-W83-RRE-DO,,,,,,,,YK,50,1
1299,YK-W73-BE-DO,,,,,,,,YK,50,2
1300,YK-W73-LE-DO,,,,,,,,YK,50,3
1301,YK-W73-NWE-DO,,,,,,,,YK,50,4
1302,YK-W73-NWTE-DO,,,,,,,,YK,50,5
1303,YK-W73-NTE-DO,,,,,,,,YK,50,6
1304,YK-W73-NRE-DO,,,,,,,,YK,50,7
1305,YK-W73-RWE-DO,,,,,,,,YK,50,8
1306,YK-W73-RWTE-DO,,,,,,,,YK,50,9
1307,YK-W73-RTE-DO,,,,,,,,YK,50,10
1308,YK-W73-RRE-DO,,,,,,,,YK,50,11
1309,YK-10A-TE-DO,,,,,,,,YK,50,12
1310,YK-10A-RE-DO,,,,,,,,YK,50,13
1311,YK-10B-TE-DO,,,,,,,,YK,50,14
1312,YK-10B-RE-DO,,,,,,,,YK,50,15
1313,YK-10C-TE-DO,,,,,,,,YK,51,0
1314,YK-10C-RE-DO,,,,,,,,YK,51,1
1315,YK-10D-TE-DO,,,,,,,,YK,51,2
1316,YK-10D-RE-DO,,,,,,,,YK,51,3
1317,YK-10E-TE-DO,,,,,,,,YK,51,4
1318,YK-10E-RE-DO,,,,,,,,YK,51,5
1319,YK-10F-TE-DO,,,,,,,,YK,51,6
1320,YK-10F-RE-DO,,,,,,,,YK,51,7
1321,YK-11A-TE-DO,,,,,,,,YK,51,8
1322,YK-11A-RE-DO,,,,,,,,YK,51,9
1323,YK-11B-TE-DO,,,,,,,,YK,51,10
1324,YK-11B-RE-DO,,,,,,,,YK,51,11
1325,YK-11C-TE-DO,,,,,,,,YK,51,12
1326,YK-11C-RE-DO,,,,,,,,YK,51,13
1327,YK-11D-TE-DO,,,,,,,,YK,51,14
1328,YK-11D-RE-DO,,,,,,,,YK,51,15
1329,YK-12-TE-DO,,,,,,,,YK,52,0
1330,YK-12-RE-DO,,,,,,,,YK,52,1
1331,YK-13A-TE-DO,,,,,,,,YK,52,2
1332,YK-13A-RE-DO,,,,,,,,YK,52,3
1333,YK-13B-TE-DO,,,,,,,,YK,52,4
1334,YK-13B-RE-DO,,,,,,,,YK,52,5
1335,YK-13C-TE-DO,,,,,,,,YK,52,6
1336,YK-13C-RE-DO,,,,,,,,YK,52,7
1337,YK-13D-TE-DO,,,,,,,,YK,52,8
1338,YK-13D-RE-DO,,,,,,,,YK,52,9
1339,YK-13E-TE-DO,,,,,,,,YK,52,10
1340,YK-13E-RE-DO,,,,,,,,YK,52,11
1341,YK-14A-TE-DO,,,,,,,,YK,52,12
1342,YK-14A-RE-DO,,,,,,,,YK,52,13
1343,YK-14B-TE-DO,,,,,,,,YK,52,14
1344,YK-14B-RE-DO,,,,,,,,YK,52,15
1345,,,,,,,,,YK,53,0
1346,,,,,,,,,YK,53,1
1347,YK-20A-TE-DO,,,,,,,,YK,53,2
1348,YK-20A-RE-DO,,,,,,,,YK,53,3
1349,YK-20B-TE-DO,,,,,,,,YK,53,4
1350,YK-20B-RE-DO,,,,,,,,YK,53,5
1351,YK-20C-TE-DO,,,,,,,,YK,53,6
1352,YK-20C-RE-DO,,,,,,,,YK,53,7
1353,YK-20D-TE-DO,,,,,,,,YK,53,8
1354,YK-20D-RE-DO,,,,,,,,YK,53,9
1355,YK-20E-TE-DO,,,,,,,,YK,53,10
1356,YK-20E-RE-DO,,,,,,,,YK,53,11
1357,YK-20F-TE-DO,,,,,,,,YK,53,12
1358,YK-20F-RE-DO,,,,,,,,YK,53,13
1359,YK-21A-TE-DO,,,,,,,,YK,53,14
1360,YK-21A-RE-DO,,,,,,,,YK,53,15
1361,YK-21B-TE-DO,,,,,,,,YK,54,0
1362,YK-21B-RE-DO,,,,,,,,YK,54,1
1363,YK-21C-TE-DO,,,,,,,,YK,54,2
1364,YK-21C-RE-DO,,,,,,,,YK,54,3
1365,YK-22-TE-DO,,,,,,,,YK,54,4
1366,YK-22-RE-DO,,,,,,,,YK,54,5
1367,YK-23-TE-DO,,,,,,,,YK,54,6
1368,YK-23-RE-DO,,,,,,,,YK,54,7
1369,YK-24-TE-DO,,,,,,,,YK,54,8
1370,YK-24-RE-DO,,,,,,,,YK,54,9
1371,YK-31-TE-DO,,,,,,,,YK,54,10
1372,YK-31-RE-DO,,,,,,,,YK,54,11
1373,YK-41A-TE-DO,,,,,,,,YK,54,12
1374,YK-41A-RE-DO,,,,,,,,YK,54,13
1375,YK-41B-TE-DO,,,,,,,,YK,54,14
1376,YK-41B-RE-DO,,,,,,,,YK,54,15
1377,YK-42-TE-DO,,,,,,,,YK,55,0
1378,YK-42-RE-DO,,,,,,,,YK,55,1
1379,YK-43-TE-DO,,,,,,,,YK,55,2
1380,YK-43-RE-DO,,,,,,,,YK,55,3
1381,YK-44-TE-DO,,,,,,,,YK,55,4
1382,YK-44-RE-DO,,,,,,,,YK,55,5
1383,YK-51A-TE-DO,,,,,,,,YK,55,6
1384,YK-51A-RE-DO,,,,,,,,YK,55,7
1385,YK-51B-TE-DO,,,,,,,,YK,55,8
1386,YK-51B-RE-DO,,,,,,,,YK,55,9
1387,YK-52-TE-DO,,,,,,,,YK,55,10
1388,YK-52-RE-DO,,,,,,,,YK,55,11
1389,YK-53A-TE-DO,,,,,,,,YK,55,12
1390,YK-53A-RE-DO,,,,,,,,YK,55,13
1391,YK-53B-TE-DO,,,,,,,,YK,55,14
1392,YK-53B-RE-DO,,,,,,,,YK,55,15
1393,YK-53C-TE-DO,,,,,,,,YK,56,0
1394,YK-53C-RE-DO,,,,,,,,YK,56,1
1395,YK-53D-TE-DO,,,,,,,,YK,56,2
1396,YK-53D-RE-DO,,,,,,,,YK,56,3
1397,YK-54A-TE-DO,,,,,,,,YK,56,4
1398,YK-54A-RE-DO,,,,,,,,YK,56,5
1399,YK-54B-TE-DO,,,,,,,,YK,56,6
1400,YK-54B-RE-DO,,,,,,,,YK,56,7
1401,YK-A14-SFLE-DO,,,,,,,,YK,56,8
1402,YK-A54-SFLE-DO,,,,,,,,YK,56,9
1403,YK-61-TE-DO,,,,,,,,YK,56,10
1404,YK-61-RE-DO,,,,,,,,YK,56,11
1405,YK-62-TE-DO,,,,,,,,YK,56,12
1406,YK-62-RE-DO,,,,,,,,YK,56,13
1407,YK-63-TE-DO,,,,,,,,YK,56,14
1408,YK-63-RE-DO,,,,,,,,YK,56,15
1409,YK-72-TE-DO,,,,,,,,YK,57,0
1410,YK-72-RE-DO,,,,,,,,YK,57,1
1411,YK-81-TE-DO,,,,,,,,YK,57,2
1412,YK-81-RE-DO,,,,,,,,YK,57,3
1413,YK-82-TE-DO,,,,,,,,YK,57,4
1414,YK-82-RE-DO,,,,,,,,YK,57,5
1415,YK-83-TE-DO,,,,,,,,YK,57,6
1416,YK-83-RE-DO,,,,,,,,YK,57,7
1417,YK-92-TE-DO,,,,,,,,YK,57,8
1418,YK-92-RE-DO,,,,,,,,YK,57,9
1419,YK-101-TE-DO,,,,,,,,YK,57,10
1420,YK-101-RE-DO,,,,,,,,YK,57,11
1421,YK-A10-PBE-DO,,,,,,,,YK,57,12
1422,YK-A10-ATE-DO,,,,,,,,YK,57,13
1423,YK-A10-WTE-DO,,,,,,,,YK,57,14
1424,YK-A10-WRE-DO,,,,,,,,YK,57,15
1425,YK-A10-CF-WFE-DO,,,,,,,,YK,58,0
1426,YK-A10-CF-WFLE-DO,,,,,,,,YK,58,1
1427,YK-A10-EFE-DO,,,,,,,,YK,58,2
1428,YK-A10-EFLE-DO,,,,,,,,YK,58,3
1429,YK-A20-PBE-DO,,,,,,,,YK,58,4
1430,YK-A20-ATE-DO,,,,,,,,YK,58,5
1431,YK-A20-WTE-DO,,,,,,,,YK,58,6
1432,YK-A20-WRE-DO,,,,,,,,YK,58,7
1433,YK-A20-WFE-DO,,,,,,,,YK,58,8
1434,YK-A20-WFLE-DO,,,,,,,,YK,58,9
1435,YK-A20-CF-EFE-DO,,,,,,,,YK,58,10
1436,YK-A20-CF-EFLE-DO,,,,,,,,YK,58,11
1437,YK-A14-PBE-DO,,,,,,,,YK,58,12
1438,YK-A14-ATE-DO,,,,,,,,YK,58,13
1439,YK-A14-ETE-DO,,,,,,,,YK,58,14
1440,YK-A14-ERE-DO,,,,,,,,YK,58,15
1441,YK-A14-EFE-DO,,,,,,,,YK,59,0
1442,YK-A14-EFLE-DO,,,,,,,,YK,59,1
1443,YK-A14-WFE-DO,,,,,,,,YK,59,2
1444,YK-A14-WFLE-DO,,,,,,,,YK,59,3
1445,YK-A54-PBE-DO,,,,,,,,YK,59,4
1446,YK-A54-ATE-DO,,,,,,,,YK,59,5
1447,YK-A54-ETE-DO,,,,,,,,YK,59,6
1448,YK-A54-ERE-DO,,,,,,,,YK,59,7
1449,YK-A54-EFE-DO,,,,,,,,YK,59,8
1450,YK-A54-EFLE-DO,,,,,,,,YK,59,9
1451,YK-A54-WFE-DO,,,,,,,,YK,59,10
1452,YK-A54-WFLE-DO,,,,,,,,YK,59,11
1453,YK-JPL736-PBE-DO,,,,,,,,YK,59,12
1454,YK-JPL737-PBE-DO,,,,,,,,YK,59,13
1455,YK-JPL739-PBE-DO,,,,,,,,YK,59,14
1456,YK-JPL3B-PBE-DO,,,,,,,,YK,59,15
1457,YK-JPL3A-PBE-DO,,,,,,,,YK,60,0
1458,YK-14C-TE-DO,,,,,,,,YK,60,1
1459,YK-14C-RE-DO,,,,,,,,YK,60,2
1460,YK-14D-TE-DO,,,,,,,,YK,60,3
1461,YK-14D-RE-DO,,,,,,,,YK,60,4
1462,YK-1215-TE-DO,,,,,,,,YK,60,5
1463,YK-1215-RE-DO,,,,,,,,YK,60,6
1464,YK-24D-TE-DO,,,,,,,,YK,60,7
1465,YK-24D-RE-DO,,,,,,,,YK,60,8
1466,YK-24E-TE-DO,,,,,,,,YK,60,9
1467,YK-24E-RE-DO,,,,,,,,YK,60,10
1468,YK-1225-TE-DO,,,,,,,,YK,60,11
1469,YK-1225-RE-DO,,,,,,,,YK,60,12
1470,YK-JPLPTN-FAIL-DO,,,,,,,,YK,60,13
1471,YK-JPLPTN-NORM-DO,,,,,,,,YK,60,14
1472,,,,,,,,,YK,60,15
1473,YK-PB-FAIL,,Gangguan Tombol,1,1,1,0>1,alarm,YK,61,0
1474,YK-PLN-IN,Gangguan Catu Daya,Catu Daya Menggunakan PLN,1,1,1,1>0,catu daya,YK,61,1
1475,YK-UPS-IN,,Catu Daya Menggunakan UPS,1,1,,,catu daya,YK,61,2
1476,YK-GENSET-IN,,Catu Daya Menggunakan GENSET,1,1,,,catu daya,YK,61,3
1477,YK-GENSET-START-FAIL,,Genset Gagal Beroperasi,1,1,1,0>1,catu daya,YK,61,4
1478,YK-GENSET-LOW-FUEL,,Bahan Bakar Genset Mendekati Habis,1,1,1,0>1,catu daya,YK,61,5
1479,YK-UPS-INVERTER-FAIL,,Inverter UPS Mengalami Gangguan,1,1,1,0>1,catu daya,YK,61,6
1480,YK-UPS-LOWBATT,,Batere UPS Mendekati Habis,1,1,1,0>1,catu daya,YK,61,7
1481,YK-CTC-NV-OK,Gangguan Komunikasi Sistem Nonvital ke CTC Server,Komunikasi Sistem Nonvital ke CTC Server Normal Kembali,1,1,1,1>0,lain-lain,YK,61,8
1482,YK-LAMPTEST,::PENGUJIAN INDIKASI LAMPU LED DAN BUNYI BUZZER SELESAI::,::PENGUJIAN INDIKASI LAMPU LED DAN BUNYI BUZZER DIMULAI::,1,1,,,lain-lain,YK,61,9
1483,YK-LAMP-G,,::PENGUJIAN INDIKASI LAMPU LED WARNA HIJAU::,1,1,,,lain-lain,YK,61,10
1484,YK-LAMP-Y,,::PENGUJIAN INDIKASI LAMPU LED WARNA KUNING::,1,1,,,lain-lain,YK,61,11
1485,YK-LAMP-R,,::PENGUJIAN INDIKASI LAMPU LED WARNA MERAH::,1,1,,,lain-lain,YK,61,12
1486,YK-LAMP-W,,::PENGUJIAN INDIKASI LAMPU LED WARNA PUTIH::,1,1,,,lain-lain,YK,61,13
1487,YK-LAMP-PB,,::PENGUJIAN INDIKASI LAMPU LED TOMBOL::,1,1,,,lain-lain,YK,61,14
1488,YK-TESTBUZZER,,::PENGUJIAN BUNYI BUZZER::,1,1,,,lain-lain,YK,61,15
1489,YK-CS1-COMM-OK,Komunikasi Sistem NON VITAL dengan CTS/CTC Server 1 Gangguan,Komunikasi Sistem NON VITAL dengan CTS/CTC Server 1 Normal,1,1,1,1>0,lain-lain,YK,62,0
1490,YK-CS2-COMM-OK,Komunikasi Sistem NON VITAL dengan CTS/CTC Server 2 Gangguan,Komunikasi Sistem NON VITAL dengan CTS/CTC Server 2 Normal,1,1,1,1>0,lain-lain,YK,62,1
1491,YK-J10-12B-CTRL,Kombinasi Tombol Rute dari J10 ke JL12B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL12B Aktif,1,1,,,perintah,YK,62,2
1492,YK-J10-12B-RS,Route Stick dari J10 ke JL12B Bebas,Route Stick dari J10 ke JL12B Terbentuk,1,1,,,rute,YK,62,3
1493,YK-J10-12B-E-REQ,Permintaan Rute Darurat dari J10 ke JL12B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL12B Aktif,1,1,,,rute,YK,62,4
1494,YK-J10-12B-E-RST-TE,,Rute Darurat dari J10 ke JL12B Timeout,1,1,,,rute,YK,62,5
1495,YK-J10-12B-T-REQ,Permintaan Rute Normal dari J10 ke JL12B tidak Aktif,Permintaan Rute Normal dari J10 ke JL12B Aktif,1,1,,,rute,YK,62,6
1496,YK-J10-12B-D-REQ,Permintaan Rute Langsung dari J10 ke JL12B tidak Aktif,Permintaan Rute Langsung dari J10 ke JL12B Aktif,1,1,,,rute,YK,62,7
1497,YK-J10-22B-CTRL,Kombinasi Tombol Rute dari J10 ke JL22B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL22B Aktif,1,1,,,perintah,YK,62,8
1498,YK-J10-22B-RS,Route Stick dari J10 ke JL22B Bebas,Route Stick dari J10 ke JL22B Terbentuk,1,1,,,rute,YK,62,9
1499,YK-J10-22B-E-REQ,Permintaan Rute Darurat dari J10 ke JL22B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL22B Aktif,1,1,,,rute,YK,62,10
1500,YK-J10-22B-E-RST-TE,,Rute Darurat dari J10 ke JL22B Timeout,1,1,,,rute,YK,62,11
1501,YK-J10-22B-T-REQ,Permintaan Rute Normal dari J10 ke JL22B tidak Aktif,Permintaan Rute Normal dari J10 ke JL22B Aktif,1,1,,,rute,YK,62,12
1502,YK-J10-42B-CTRL,Kombinasi Tombol Rute dari J10 ke JL42B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL42B Aktif,1,1,,,perintah,YK,62,13
1503,YK-J10-42B-RS,Route Stick dari J10 ke JL42B Bebas,Route Stick dari J10 ke JL42B Terbentuk,1,1,,,rute,YK,62,14
1504,YK-J10-42B-E-REQ,Permintaan Rute Darurat dari J10 ke JL42B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL42B Aktif,1,1,,,rute,YK,62,15
1505,YK-J10-42B-E-RST-TE,,Rute Darurat dari J10 ke JL42B Timeout,1,1,,,rute,YK,63,0
1506,YK-J10-42B-T-REQ,Permintaan Rute Normal dari J10 ke JL42B tidak Aktif,Permintaan Rute Normal dari J10 ke JL42B Aktif,1,1,,,rute,YK,63,1
1507,YK-J10-52B-CTRL,Kombinasi Tombol Rute dari J10 ke JL52B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL52B Aktif,1,1,,,perintah,YK,63,2
1508,YK-J10-52B-RS,Route Stick dari J10 ke JL52B Bebas,Route Stick dari J10 ke JL52B Terbentuk,1,1,,,rute,YK,63,3
1509,YK-J10-52B-E-REQ,Permintaan Rute Darurat dari J10 ke JL52B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL52B Aktif,1,1,,,rute,YK,63,4
1510,YK-J10-52B-E-RST-TE,,Rute Darurat dari J10 ke JL52B Timeout,1,1,,,rute,YK,63,5
1511,YK-J10-52B-T-REQ,Permintaan Rute Normal dari J10 ke JL52B tidak Aktif,Permintaan Rute Normal dari J10 ke JL52B Aktif,1,1,,,rute,YK,63,6
1512,YK-J10-52B-D-REQ,Permintaan Rute Langsung dari J10 ke JL52B tidak Aktif,Permintaan Rute Langsung dari J10 ke JL52B Aktif,1,1,,,rute,YK,63,7
1513,YK-J10-62B-CTRL,Kombinasi Tombol Rute dari J10 ke JL62B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL62B Aktif,1,1,,,perintah,YK,63,8
1514,YK-J10-62B-RS,Route Stick dari J10 ke JL62B Bebas,Route Stick dari J10 ke JL62B Terbentuk,1,1,,,rute,YK,63,9
1515,YK-J10-62B-E-REQ,Permintaan Rute Darurat dari J10 ke JL62B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL62B Aktif,1,1,,,rute,YK,63,10
1516,YK-J10-62B-E-RST-TE,,Rute Darurat dari J10 ke JL62B Timeout,1,1,,,rute,YK,63,11
1517,YK-J10-62B-T-REQ,Permintaan Rute Normal dari J10 ke JL62B tidak Aktif,Permintaan Rute Normal dari J10 ke JL62B Aktif,1,1,,,rute,YK,63,12
1518,YK-J10-72B-CTRL,Kombinasi Tombol Rute dari J10 ke JL72B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL72B Aktif,1,1,,,perintah,YK,63,13
1519,YK-J10-72B-RS,Route Stick dari J10 ke JL72B Bebas,Route Stick dari J10 ke JL72B Terbentuk,1,1,,,rute,YK,63,14
1520,YK-J10-72B-E-REQ,Permintaan Rute Darurat dari J10 ke JL72B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL72B Aktif,1,1,,,rute,YK,63,15
1521,YK-J10-72B-E-RST-TE,,Rute Darurat dari J10 ke JL72B Timeout,1,1,,,rute,YK,64,0
1522,YK-J10-72B-T-REQ,Permintaan Rute Normal dari J10 ke JL72B tidak Aktif,Permintaan Rute Normal dari J10 ke JL72B Aktif,1,1,,,rute,YK,64,1
1523,YK-J10-82B-CTRL,Kombinasi Tombol Rute dari J10 ke JL82B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL82B Aktif,1,1,,,perintah,YK,64,2
1524,YK-J10-82B-RS,Route Stick dari J10 ke JL82B Bebas,Route Stick dari J10 ke JL82B Terbentuk,1,1,,,rute,YK,64,3
1525,YK-J10-82B-E-REQ,Permintaan Rute Darurat dari J10 ke JL82B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL82B Aktif,1,1,,,rute,YK,64,4
1526,YK-J10-82B-E-RST-TE,,Rute Darurat dari J10 ke JL82B Timeout,1,1,,,rute,YK,64,5
1527,YK-J10-82B-T-REQ,Permintaan Rute Normal dari J10 ke JL82B tidak Aktif,Permintaan Rute Normal dari J10 ke JL82B Aktif,1,1,,,rute,YK,64,6
1528,YK-J10-92B-CTRL,Kombinasi Tombol Rute dari J10 ke JL92B tidak Aktif,Kombinasi Tombol Rute dari J10 ke JL92B Aktif,1,1,,,perintah,YK,64,7
1529,YK-J10-92B-RS,Route Stick dari J10 ke JL92B Bebas,Route Stick dari J10 ke JL92B Terbentuk,1,1,,,rute,YK,64,8
1530,YK-J10-92B-E-REQ,Permintaan Rute Darurat dari J10 ke JL92B tidak Aktif,Permintaan Rute Darurat dari J10 ke JL92B Aktif,1,1,,,rute,YK,64,9
1531,YK-J10-92B-E-RST-TE,,Rute Darurat dari J10 ke JL92B Timeout,1,1,,,rute,YK,64,10
1532,YK-J10-92B-T-REQ,Permintaan Rute Normal dari J10 ke JL92B tidak Aktif,Permintaan Rute Normal dari J10 ke JL92B Aktif,1,1,,,rute,YK,64,11
1533,YK-J20-12B-CF-CTRL,Kombinasi Tombol Rute Contra Flow dari J20 ke JL12B tidak Aktif,Kombinasi Tombol Rute Contra Flow dari J20 ke JL12B Aktif,1,1,,,perintah,YK,64,12
1534,YK-J20-12B-CF-RS,Route Stick dari J20 ke JL12B Bebas,Route Stick dari J20 ke JL12B Terbentuk,1,1,,,rute,YK,64,13
1535,YK-J20-12B-CF-E-REQ,Permintaan Rute Contraflow dari J20 ke JL12B tidak Aktif,Permintaan Rute Contraflow dari J20 ke JL12B Aktif,1,1,,,rute,YK,64,14
1536,YK-J20-12B-CF-E-RST-TE,,Rute Contraflow dari J20 ke JL12B Timeout,1,1,,,rute,YK,64,15
1537,YK-J20-22B-CF-CTRL,Kombinasi Tombol Rute Contra Flow dari J20 ke JL22B tidak Aktif,Kombinasi Tombol Rute Contra Flow dari J20 ke JL22B Aktif,1,1,,,perintah,YK,65,0
1538,YK-J20-22B-CF-RS,Route Stick dari J20 ke JL22B Bebas,Route Stick dari J20 ke JL22B Terbentuk,1,1,,,rute,YK,65,1
1539,YK-J20-22B-CF-E-REQ,Permintaan Rute Contraflow dari J20 ke JL22B tidak Aktif,Permintaan Rute Contraflow dari J20 ke JL22B Aktif,1,1,,,rute,YK,65,2
1540,YK-J20-22B-CF-E-RST-TE,,Rute Contraflow dari J20 ke JL22B Timeout,1,1,,,rute,YK,65,3
1541,YK-J20-42B-CF-CTRL,Kombinasi Tombol Rute Contra Flow dari J20 ke JL42B tidak Aktif,Kombinasi Tombol Rute Contra Flow dari J20 ke JL42B Aktif,1,1,,,perintah,YK,65,4
1542,YK-J20-42B-CF-RS,Route Stick dari J20 ke JL42B Bebas,Route Stick dari J20 ke JL42B Terbentuk,1,1,,,rute,YK,65,5
1543,YK-J20-42B-CF-E-REQ,Permintaan Rute Contraflow dari J20 ke JL42B tidak Aktif,Permintaan Rute Contraflow dari J20 ke JL42B Aktif,1,1,,,rute,YK,65,6
1544,YK-J20-42B-CF-E-RST-TE,,Rute Contraflow dari J20 ke JL42B Timeout,1,1,,,rute,YK,65,7
1545,YK-J20-52B-CF-CTRL,Kombinasi Tombol Rute Contra Flow dari J20 ke JL52B tidak Aktif,Kombinasi Tombol Rute Contra Flow dari J20 ke JL52B Aktif,1,1,,,perintah,YK,65,8
1546,YK-J20-52B-CF-RS,Route Stick dari J20 ke JL52B Bebas,Route Stick dari J20 ke JL52B Terbentuk,1,1,,,rute,YK,65,9
1547,YK-J20-52B-CF-E-REQ,Permintaan Rute Contraflow dari J20 ke JL52B tidak Aktif,Permintaan Rute Contraflow dari J20 ke JL52B Aktif,1,1,,,rute,YK,65,10
1548,YK-J20-52B-CF-E-RST-TE,,Rute Contraflow dari J20 ke JL52B Timeout,1,1,,,rute,YK,65,11
1549,YK-J20-62B-CF-CTRL,Kombinasi Tombol Rute Contra Flow dari J20 ke JL62B tidak Aktif,Kombinasi Tombol Rute Contra Flow dari J20 ke JL62B Aktif,1,1,,,perintah,YK,65,12
1550,YK-J20-62B-CF-RS,Route Stick dari J20 ke JL62B Bebas,Route Stick dari J20 ke JL62B Terbentuk,1,1,,,rute,YK,65,13
